mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.17703187465667725,0.007422106147025617,0.016100239753723145,0.0011835289328924888,,1,100,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 100}",0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.7272727272727273,0.5,0.4,0.0,0.5714285714285714,0.3365367965367965,0.2459894916595705,10
0.5200717210769653,0.01589206577475125,0.03748490810394287,0.0014735314509900018,,1,300,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 300}",0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.7272727272727273,0.4,0.4,0.0,0.5,0.3193939393939394,0.23473878180674335,18
0.8695079565048218,0.0363719034265099,0.056713986396789554,0.0021139230091918792,,1,500,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 500}",0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.7272727272727273,0.3333333333333333,0.4,0.0,0.5714285714285714,0.3198701298701299,0.23992093814038085,16
0.1749173402786255,0.00499191818513452,0.01600210666656494,0.0007964338005058006,,2,100,"{'max_depth': None, 'min_samples_leaf': 2, 'n_estimators': 100}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,0.7272727272727273,0.5714285714285714,0.0,0.0,0.5,0.32987012987012987,0.24508091308944863,14
0.5102174520492554,0.006996884185339511,0.03676905632019043,0.0015309106304619699,,2,300,"{'max_depth': None, 'min_samples_leaf': 2, 'n_estimators': 300}",0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.6666666666666666,0.5,0.0,0.0,0.5,0.2833333333333333,0.24776781245530843,26
0.8447610378265381,0.021744155580124408,0.0555591344833374,0.004742028030257686,,2,500,"{'max_depth': None, 'min_samples_leaf': 2, 'n_estimators': 500}",0.3333333333333333,0.3333333333333333,0.0,0.2857142857142857,0.5,0.6666666666666666,0.5,0.0,0.0,0.5,0.31190476190476185,0.22922772841417527,21
0.1718231439590454,0.004768454709818565,0.01566762924194336,0.00045420352276373787,,4,100,"{'max_depth': None, 'min_samples_leaf': 4, 'n_estimators': 100}",0.3333333333333333,0.3333333333333333,0.2857142857142857,0.0,0.5,0.6666666666666666,0.4444444444444444,0.0,0.3333333333333333,0.4444444444444444,0.3341269841269841,0.19699333593198654,11
0.5065167427062989,0.01115566128747102,0.035938572883605954,0.0006084176252237261,,4,300,"{'max_depth': None, 'min_samples_leaf': 4, 'n_estimators': 300}",0.5714285714285714,0.3333333333333333,0.0,0.2857142857142857,0.5714285714285714,0.6666666666666666,0.5,0.4,0.4,0.5,0.42285714285714276,0.1794903341279175,1
0.833545470237732,0.008151937405480515,0.05564727783203125,0.0011374727889414888,,4,500,"{'max_depth': None, 'min_samples_leaf': 4, 'n_estimators': 500}",0.5714285714285714,0.3333333333333333,0.0,0.2857142857142857,0.5,0.6666666666666666,0.4444444444444444,0.0,0.4,0.4444444444444444,0.36460317460317454,0.20962485538447231,6
0.1707930088043213,0.0027579895661135434,0.015717482566833495,0.0007876262567387777,5,1,100,"{'max_depth': 5, 'min_samples_leaf': 1, 'n_estimators': 100}",0.3333333333333333,0.3333333333333333,0.4,0.2857142857142857,0.5714285714285714,0.7272727272727273,0.5714285714285714,0.4,0.0,0.5,0.4122510822510822,0.18876762737187422,3
0.5075233697891235,0.006508417725389219,0.03682630062103272,0.0016558281959572032,5,1,300,"{'max_depth': 5, 'min_samples_leaf': 1, 'n_estimators': 300}",0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.7272727272727273,0.3333333333333333,0.4,0.0,0.5,0.31272727272727274,0.23329712430582253,19
