mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.048356246948242185,0.014342350955750299,0.004370260238647461,0.006188845376137447,0.8,0.01,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.20689655172413793,0.41025641025641024,0.3333333333333333,0.1935483870967742,0.48484848484848486,0.3257766334518281,0.11323830913125321,40
0.039558696746826175,0.0029925532107775363,0.005931854248046875,0.0013057878376424156,0.8,0.01,3,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.9}",0.3225806451612903,0.4,0.3870967741935484,0.2222222222222222,0.375,0.34137992831541225,0.0651285252250167,26
0.07624001502990722,0.011754480186602273,0.006202268600463867,0.0014158483688564082,0.8,0.01,3,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8}",0.35714285714285715,0.46153846153846156,0.3333333333333333,0.1935483870967742,0.4375,0.3566126078222852,0.09453502087297806,13
0.06909680366516113,0.018963817560945152,0.0068340301513671875,0.0016890291826540975,0.8,0.01,3,300,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.9}",0.35714285714285715,0.45,0.3870967741935484,0.29411764705882354,0.3333333333333333,0.36433812234571245,0.05253550694482215,9
0.02506093978881836,0.002540829119252156,0.004257822036743164,0.0006364494294697491,0.8,0.01,4,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100, 'subsample': 0.8}",0.2962962962962963,0.3684210526315789,0.3225806451612903,0.125,0.42424242424242425,0.30730808366631795,0.10099424037785841,55
0.04488387107849121,0.012394204094388668,0.008282184600830078,0.003816104179456175,0.8,0.01,4,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100, 'subsample': 0.9}",0.4,0.4,0.4,0.23529411764705882,0.3225806451612903,0.3515749525616699,0.06541690620669906,16
0.10065898895263672,0.013722734378094873,0.00884389877319336,0.0034212204061673523,0.8,0.01,4,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300, 'subsample': 0.8}",0.3076923076923077,0.45,0.3225806451612903,0.1935483870967742,0.3333333333333333,0.3214309346567411,0.08150544685238534,42
0.12508096694946289,0.021173122822447814,0.011691761016845704,0.00033680309752281035,0.8,0.01,4,300,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300, 'subsample': 0.9}",0.35714285714285715,0.43243243243243246,0.3448275862068966,0.24242424242424243,0.3333333333333333,0.3420320903079524,0.06067250392197556,24
0.06610517501831055,0.019173192586145308,0.007303476333618164,0.0025871014090986387,0.8,0.01,6,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",0.25,0.41025641025641024,0.375,0.125,0.375,0.307051282051282,0.10609700571627474,56
0.05820379257202148,0.01295054711299125,0.008729219436645508,0.003601886571894875,0.8,0.01,6,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.9}",0.3333333333333333,0.4,0.3870967741935484,0.23529411764705882,0.4117647058823529,0.3534977862112587,0.0649077718467471,15
0.17679314613342284,0.035230137104344,0.012368583679199218,0.0007541968228733242,0.8,0.01,6,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.8}",0.16,0.45,0.2857142857142857,0.12903225806451613,0.3870967741935484,0.2823686635944701,0.12455165865846059,65
0.13747148513793944,0.022993766743888935,0.008053922653198242,0.0023887730270897686,0.8,0.01,6,300,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.9}",0.35714285714285715,0.42105263157894735,0.2962962962962963,0.24242424242424243,0.42424242424242425,0.3482316903369535,0.07078478824439646,20
