mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.037368392944335936,0.005708119991281137,0.007133388519287109,0.0007677701604899843,0.8,0.01,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.5714285714285714,0.3333333333333333,0.6153846153846154,0.625,0.2,0.46902930402930404,0.1714774084344719,1
0.032208824157714845,0.0032428366064942023,0.007352781295776367,0.0004632802790526372,0.8,0.01,3,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.9}",0.5333333333333333,0.3333333333333333,0.5,0.7058823529411765,0.2,0.4545098039215687,0.17374098102935495,8
0.12341270446777344,0.03398769847820321,0.008720874786376953,0.001258610572568765,0.8,0.01,3,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8}",0.5333333333333333,0.3333333333333333,0.6153846153846154,0.625,0.0,0.4214102564102564,0.23534900015459437,27
0.1664440155029297,0.06837610106622007,0.008866548538208008,0.0008944810683749626,0.8,0.01,3,300,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.9}",0.4,0.3333333333333333,0.6666666666666666,0.625,0.0,0.40499999999999997,0.23918844267880318,38
0.061415672302246094,0.004766340669627059,0.00889573097229004,0.0007052231122554068,0.8,0.01,4,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100, 'subsample': 0.8}",0.42857142857142855,0.3333333333333333,0.5,0.625,0.2,0.4173809523809524,0.14448202894942472,33
0.05054183006286621,0.0049068401248676605,0.008396768569946289,0.0013569709127955532,0.8,0.01,4,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100, 'subsample': 0.9}",0.42857142857142855,0.3333333333333333,0.36363636363636365,0.5333333333333333,0.0,0.3317748917748918,0.17949235963727403,71
0.11814579963684083,0.021049808554132347,0.007964706420898438,0.0010654161359208586,0.8,0.01,4,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300, 'subsample': 0.8}",0.4,0.3333333333333333,0.6153846153846154,0.625,0.0,0.39474358974358975,0.22861400995779094,46
0.13041353225708008,0.02700529499898175,0.008742856979370116,0.00016028215593671572,0.8,0.01,4,300,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300, 'subsample': 0.9}",0.4,0.3333333333333333,0.6153846153846154,0.625,0.0,0.39474358974358975,0.22861400995779094,46
0.0462186336517334,0.004891421356010479,0.007625293731689453,0.0011027151660651495,0.8,0.01,6,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",0.46153846153846156,0.3333333333333333,0.5,0.625,0.2,0.423974358974359,0.1455902313012848,25
0.07177743911743165,0.02153865966346857,0.008289146423339843,0.0007349209816274644,0.8,0.01,6,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.9}",0.4,0.3333333333333333,0.36363636363636365,0.5333333333333333,0.0,0.32606060606060605,0.17675370796177634,72
0.1429112434387207,0.016063091315009954,0.008481121063232422,0.0013690950163694731,0.8,0.01,6,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.8}",0.42857142857142855,0.3333333333333333,0.6153846153846154,0.625,0.0,0.4004578754578755,0.2290306771023309,41
0.11210236549377442,0.018625688563538034,0.0078086376190185545,0.0010977223716726167,0.8,0.01,6,300,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.9}",0.4,0.3333333333333333,0.6153846153846154,0.625,0.0,0.39474358974358975,0.22861400995779094,46
0.033766984939575195,0.006965461888501624,0.007205677032470703,0.0012152833820769824,0.8,0.05,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.4,0.46153846153846156,0.6153846153846154,0.6666666666666666,0.0,0.4287179487179487,0.23544214703879032,22
0.03290977478027344,0.0032760288431068056,0.007384681701660156,0.0007918702275070804,0.8,0.05,3,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.9}",0.4,0.3333333333333333,0.6153846153846154,0.625,0.0,0.39474358974358975,0.22861400995779094,46
0.07604823112487794,0.008311214055065744,0.007553195953369141,0.0009015706766229348,0.8,0.05,3,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8}",0.5882352941176471,0.46153846153846156,0.5714285714285714,0.6666666666666666,0.0,0.4575737987502693,0.23796834365122901,3
0.1025315761566162,0.030751141013522637,0.007943058013916015,0.00015846509109497466,0.8,0.05,3,300,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.9}",0.5882352941176471,0.46153846153846156,0.5714285714285714,0.6666666666666666,0.0,0.4575737987502693,0.23796834365122901,3
