mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.02641737461090088,0.006140102963722207,0.0061463117599487305,0.001237280916185803,0.8,0.01,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.8,0.5,0.8,0.6666666666666666,0.0,0.6666666666666666,0.4,0.0,0.6666666666666666,0.6666666666666666,0.5166666666666667,0.2825479310370779,48
0.02777519226074219,0.004387067087057539,0.0063670635223388675,0.0011121907807139682,0.8,0.01,3,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.9}",0.0,0.5,0.5,0.6666666666666666,0.0,0.6666666666666666,0.4,0.0,0.5,0.6666666666666666,0.39,0.2687625966040166,72
0.0775362491607666,0.014510959377912537,0.007116174697875977,0.0012276577243668005,0.8,0.01,3,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8}",0.8,0.5,0.8,0.5,0.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,0.56,0.21847959477565254,32
0.08022708892822265,0.017107474195130888,0.00764613151550293,0.0014644139390063103,0.8,0.01,3,300,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.9}",0.8,0.5,0.8,0.5,0.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,0.56,0.21847959477565254,32
0.036493992805480956,0.0033335648360038406,0.0075444459915161135,0.0011842674807371293,0.8,0.01,4,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100, 'subsample': 0.8}",0.8,0.5,0.8,0.6666666666666666,0.0,0.4,0.4,0.0,0.6666666666666666,0.6666666666666666,0.49000000000000005,0.27970222261064237,59
0.03489813804626465,0.010442867312056412,0.006841444969177246,0.001282938156510182,0.8,0.01,4,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100, 'subsample': 0.9}",0.0,0.5,0.8,0.6666666666666666,0.0,0.6666666666666666,0.4,0.0,0.5,0.6666666666666666,0.42000000000000004,0.2948445918332797,70
0.09887709617614746,0.02162752509288987,0.0077507257461547855,0.0010991413493043219,0.8,0.01,4,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300, 'subsample': 0.8}",0.8,0.5,0.8,0.5,0.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,0.56,0.21847959477565254,32
0.08982648849487304,0.02069883992988746,0.007776498794555664,0.0013219757859684869,0.8,0.01,4,300,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300, 'subsample': 0.9}",0.8,0.5,0.8,0.5,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.6666666666666666,0.51,0.27610384519838427,52
0.033152651786804196,0.004455799808774418,0.006913495063781738,0.0015033967284323432,0.8,0.01,6,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",0.5,0.5,0.8,0.6666666666666666,0.0,0.6666666666666666,0.4,0.0,0.6666666666666666,0.6666666666666666,0.4866666666666667,0.2663331247391757,60
0.04311282634735107,0.009561560534089747,0.008233904838562012,0.0008242129262279154,0.8,0.01,6,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.9}",0.5,0.5,0.8,0.6666666666666666,0.0,0.6666666666666666,0.4,0.0,0.5,0.6666666666666666,0.47000000000000003,0.2596792893808309,64
