mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.027864813804626465,0.004456744640478073,0.00627286434173584,0.000849781793338079,0.8,0.01,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.5,0.4,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5,0.5,0.5233333333333333,0.18381754238616316,6
0.031243181228637694,0.004736098214041179,0.0070683002471923825,0.0015868496215498587,0.8,0.01,3,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.9}",0.5,0.4,0.5,0.3333333333333333,0.3333333333333333,0.5,0.8,0.6666666666666666,0.5,0.4,0.49333333333333335,0.13888444437333106,15
0.08403186798095703,0.010039622821502532,0.008084964752197266,0.0002822813713186092,0.8,0.01,3,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8}",0.5,0.4,0.8,0.3333333333333333,0.3333333333333333,0.4,1.0,0.6666666666666666,0.5,0.4,0.5333333333333334,0.21029080394116673,4
0.07485306262969971,0.008189608895155787,0.007755875587463379,0.0007834877250806843,0.8,0.01,3,300,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.9}",0.5,0.3333333333333333,0.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.4,0.52,0.22020192753218326,7
0.029827189445495606,0.006277115720417608,0.006609535217285157,0.0009344516435587114,0.8,0.01,4,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100, 'subsample': 0.8}",0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5714285714285714,0.5714285714285714,0.5,0.4809523809523809,0.2370931292286591,32
0.03556520938873291,0.0050005605941793015,0.007107305526733399,0.0009500831569334322,0.8,0.01,4,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100, 'subsample': 0.9}",0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5714285714285714,0.5,0.4904761904761904,0.24238983985951262,17
0.09222624301910401,0.012964787772287158,0.008164715766906739,0.0011343909094045283,0.8,0.01,4,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300, 'subsample': 0.8}",0.5,0.3333333333333333,0.8,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5,0.4,0.5366666666666667,0.21158134763411132,2
0.09474360942840576,0.01057813969549399,0.008435440063476563,0.0006049794168401567,0.8,0.01,4,300,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300, 'subsample': 0.9}",0.5,0.3333333333333333,0.8,0.3333333333333333,0.3333333333333333,0.4,0.8571428571428571,0.6666666666666666,0.5,0.4,0.5123809523809524,0.18631404984613487,10
0.04619932174682617,0.010334695017170558,0.00794994831085205,0.001509084747801285,0.8,0.01,6,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.8,0.6666666666666666,0.5714285714285714,0.5,0.4204761904761905,0.24803125031694465,69
0.08236844539642334,0.06499919537640507,0.007525849342346192,0.0018785201107139984,0.8,0.01,6,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.9}",0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5714285714285714,0.5,0.4904761904761904,0.24238983985951262,17
0.1542896270751953,0.03126780687182622,0.0080338716506958,0.00164582414422724,0.8,0.01,6,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.8}",0.5,0.3333333333333333,0.8,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5714285714285714,0.4,0.5438095238095239,0.21142857142857144,1
0.23717112541198732,0.02972875796919861,0.009662413597106933,0.0010099436026088328,0.8,0.01,6,300,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.9}",0.5,0.3333333333333333,0.8,0.3333333333333333,0.0,0.4,0.8571428571428571,0.6666666666666666,0.5,0.4,0.47904761904761906,0.2380114138157579,35
0.03665604591369629,0.007749782011397819,0.007280373573303222,0.001522629102598625,0.8,0.05,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.5,0.3333333333333333,0.8,0.3333333333333333,0.0,0.0,0.8571428571428571,0.5714285714285714,0.5,0.4,0.42952380952380953,0.27176086593541804,66
0.044718241691589354,0.0064514780564329105,0.007150864601135254,0.0012487691932223139,0.8,0.05,3,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.9}",0.5,0.3333333333333333,0.8,0.3333333333333333,0.0,0.5,1.0,0.6666666666666666,0.5,0.4,0.5033333333333333,0.2613851989348713,12
0.09380223751068115,0.013151549949636068,0.008199954032897949,0.0013081364150340973,0.8,0.05,3,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8}",0.5,0.2857142857142857,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5714285714285714,0.5,0.4,0.44238095238095243,0.24153186481985356,65
0.09198901653289795,0.022951958779052543,0.007701420783996582,0.0010962116004250386,0.8,0.05,3,300,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.9}",0.5,0.3333333333333333,0.8,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5714285714285714,0.5714285714285714,0.4,0.48428571428571426,0.2628817276287731,20
0.04270467758178711,0.010487435333265871,0.00801546573638916,0.0010995313113303234,0.8,0.05,4,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'subsample': 0.8}",0.5,0.3333333333333333,0.8,0.3333333333333333,0.0,0.5,1.0,0.5714285714285714,0.5714285714285714,0.4,0.5009523809523809,0.2580214268027801,13
