mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.02683095932006836,0.004107784093452575,0.0064232110977172855,0.0008150138834386065,0.8,0.01,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.8,0.25,0.0,0.25,0.2857142857142857,0.6666666666666666,1.0,0.8571428571428571,0.4,0.4,0.490952380952381,0.30584776792197965,56
0.02612326145172119,0.0016659522379002935,0.005894780158996582,0.0011001338667939893,0.8,0.01,3,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.9}",0.4,0.4444444444444444,0.0,0.25,0.2857142857142857,0.5714285714285714,0.8,1.0,0.4,0.4,0.4551587301587302,0.2676750703944198,67
0.056646418571472165,0.008437238591329187,0.006037163734436035,0.0015409947041072033,0.8,0.01,3,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8}",0.6666666666666666,0.25,0.0,0.3333333333333333,0.2857142857142857,0.5714285714285714,1.0,1.0,0.4,0.4,0.4907142857142858,0.30630274546939035,57
0.0797868013381958,0.01283953329634857,0.007863283157348633,0.0007547508171873219,0.8,0.01,3,300,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.9}",0.6666666666666666,0.4444444444444444,0.0,0.2857142857142857,0.2857142857142857,0.6666666666666666,0.8,1.0,0.4,0.4,0.4949206349206349,0.27572100219359874,54
0.03888900279998779,0.004388347676495636,0.008030200004577636,0.0007897702968760073,0.8,0.01,4,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100, 'subsample': 0.8}",0.6666666666666666,0.2857142857142857,0.0,0.25,0.2857142857142857,0.5714285714285714,1.0,0.6666666666666666,0.6666666666666666,0.4,0.47928571428571437,0.2735838614606144,60
0.035736823081970216,0.0014918898990593857,0.007482147216796875,0.0011261880160410246,0.8,0.01,4,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100, 'subsample': 0.9}",0.8,0.4,0.0,0.25,0.2857142857142857,0.5714285714285714,0.8,0.6666666666666666,0.4,0.4,0.45738095238095244,0.24148174956743554,65
0.08766231536865235,0.012644210565867465,0.007726812362670898,0.001061668665802863,0.8,0.01,4,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300, 'subsample': 0.8}",0.6666666666666666,0.25,0.0,0.3333333333333333,0.2857142857142857,0.5714285714285714,1.0,1.0,0.4,0.4,0.4907142857142858,0.30630274546939035,57
0.08683671951293945,0.006896825824018261,0.008068704605102539,0.0013796629790528386,0.8,0.01,4,300,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300, 'subsample': 0.9}",0.8,0.4444444444444444,0.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,1.0,0.8571428571428571,0.4,0.4,0.5044444444444445,0.28937496173775235,52
0.03981258869171143,0.007475158588574148,0.006678462028503418,0.0012911716861187907,0.8,0.01,6,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",0.6666666666666666,0.25,0.0,0.25,0.2857142857142857,0.3333333333333333,1.0,1.0,0.4,0.4,0.45857142857142863,0.3129393963048392,64
0.04328453540802002,0.01141129901160247,0.008227944374084473,0.0018264447056696139,0.8,0.01,6,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.9}",0.8,0.4,0.0,0.25,0.2857142857142857,0.3333333333333333,0.8,0.8,0.4,0.4,0.446904761904762,0.2565161012569808,68
