mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.06808326244354249,0.007108624427103735,0.006823968887329101,0.00767393233781505,,1,100,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 100}",0.6666666666666666,0.8,0.8,0.6666666666666666,0.0,0.5,0.0,0.5,0.6666666666666666,0.6666666666666666,0.5266666666666667,0.27999999999999997,24
0.2062882661819458,0.008939320989337267,0.015548110008239746,0.0053439214685967315,,1,300,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 300}",0.6666666666666666,0.8,0.5,0.6666666666666666,0.0,0.8,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5433333333333333,0.28286235364769047,22
0.3439101934432983,0.011881787889614729,0.02698533535003662,0.007062294194318873,,1,500,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 500}",0.6666666666666666,0.8,0.5,0.6666666666666666,0.0,0.8,0.0,0.5,0.6666666666666666,0.6666666666666666,0.5266666666666667,0.27999999999999997,24
0.06564593315124512,0.008344601058133661,0.00825343132019043,0.00815477758389054,,2,100,"{'max_depth': None, 'min_samples_leaf': 2, 'n_estimators': 100}",0.6666666666666666,0.6666666666666666,0.8,0.6666666666666666,0.0,0.6666666666666666,0.4,0.5,0.6666666666666666,0.6666666666666666,0.5700000000000001,0.21625602111078124,11
0.20126242637634278,0.01244053039563244,0.01588611602783203,0.00225372314604457,,2,300,"{'max_depth': None, 'min_samples_leaf': 2, 'n_estimators': 300}",0.6666666666666666,0.6666666666666666,0.8,0.6666666666666666,0.0,0.6666666666666666,0.4,0.5,0.6666666666666666,0.6666666666666666,0.5700000000000001,0.21625602111078124,11
0.33509528636932373,0.008847699184767256,0.028461861610412597,0.008261091963691293,,2,500,"{'max_depth': None, 'min_samples_leaf': 2, 'n_estimators': 500}",0.6666666666666666,0.8,0.8,0.6666666666666666,0.0,0.6666666666666666,0.4,0.5,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.225708760229736,8
0.07219727039337158,0.006438482595703198,0.0027815580368041994,0.00496736417136592,,4,100,"{'max_depth': None, 'min_samples_leaf': 4, 'n_estimators': 100}",0.8,0.5,0.8,0.5,0.0,0.6666666666666666,0.4,0.5,0.6666666666666666,0.6666666666666666,0.55,0.22323380867004292,19
0.21375155448913574,0.017680145671254456,0.015675950050354003,0.005347299624545607,,4,300,"{'max_depth': None, 'min_samples_leaf': 4, 'n_estimators': 300}",0.8,0.5,0.8,1.0,0.0,0.6666666666666666,0.4,0.5,0.6666666666666666,0.6666666666666666,0.6000000000000001,0.2594866727470475,4
0.33926632404327395,0.007743528230692339,0.02448742389678955,0.007954021550410017,,4,500,"{'max_depth': None, 'min_samples_leaf': 4, 'n_estimators': 500}",0.8,0.6666666666666666,0.5,0.6666666666666666,0.0,0.6666666666666666,0.4,0.5,0.6666666666666666,0.6666666666666666,0.5533333333333335,0.21457969252574774,16
0.07334182262420655,0.008819809191749184,0.006553196907043457,0.005521487302530283,5,1,100,"{'max_depth': 5, 'min_samples_leaf': 1, 'n_estimators': 100}",0.6666666666666666,0.6666666666666666,0.8,0.6666666666666666,0.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5800000000000001,0.21039645117412667,10
0.20577049255371094,0.006898964541779216,0.016086316108703612,0.00047511771194830386,5,1,300,"{'max_depth': 5, 'min_samples_leaf': 1, 'n_estimators': 300}",0.6666666666666666,0.8,0.5,0.6666666666666666,0.0,0.6666666666666666,0.8,0.5,0.6666666666666666,0.6666666666666666,0.5933333333333334,0.21949436844205772,7
0.3523587703704834,0.010214294326285728,0.028733229637145995,0.006206739818806917,5,1,500,"{'max_depth': 5, 'min_samples_leaf': 1, 'n_estimators': 500}",0.6666666666666666,0.8,0.5,0.6666666666666666,0.0,0.8,0.4,0.5,0.6666666666666666,0.6666666666666666,0.5666666666666668,0.22509257354845508,15
0.06749122142791748,0.008593128938096856,0.009242820739746093,0.007601496311179034,5,2,100,"{'max_depth': 5, 'min_samples_leaf': 2, 'n_estimators': 100}",0.8,0.5714285714285714,0.8,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6004761904761905,0.2174939726013432,3
0.2068798065185547,0.007268171465096574,0.016106128692626953,0.0051239100411824764,5,2,300,"{'max_depth': 5, 'min_samples_leaf': 2, 'n_estimators': 300}",1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.6666666666666666,0.4,0.5,0.6666666666666666,0.6666666666666666,0.6033333333333334,0.25141819964177436,2
0.34474916458129884,0.012689845560760778,0.025773167610168457,0.005330286961597627,5,2,500,"{'max_depth': 5, 'min_samples_leaf': 2, 'n_estimators': 500}",1.0,0.8,0.8,0.6666666666666666,0.0,0.6666666666666666,0.4,0.5,0.6666666666666666,0.6666666666666666,0.6166666666666667,0.25787593916455254,1
0.06967060565948487,0.007409242624628925,0.006510448455810547,0.005866774607731215,5,4,100,"{'max_depth': 5, 'min_samples_leaf': 4, 'n_estimators': 100}",0.8,0.5,0.8,0.5,0.0,0.6666666666666666,0.4,0.5,0.6666666666666666,0.6666666666666666,0.55,0.22323380867004292,19
0.1973505973815918,0.005817898151839947,0.01941378116607666,0.004743681755259514,5,4,300,"{'max_depth': 5, 'min_samples_leaf': 4, 'n_estimators': 300}",0.8,0.5,0.8,1.0,0.0,0.6666666666666666,0.4,0.5,0.6666666666666666,0.6666666666666666,0.6000000000000001,0.2594866727470475,4
0.33441131114959716,0.010507840085440921,0.030594134330749513,0.0062676748958297385,5,4,500,"{'max_depth': 5, 'min_samples_leaf': 4, 'n_estimators': 500}",0.8,0.6666666666666666,0.5,0.6666666666666666,0.0,0.6666666666666666,0.4,0.5,0.6666666666666666,0.6666666666666666,0.5533333333333335,0.21457969252574774,16
0.06906135082244873,0.00879429456943379,0.005647492408752441,0.006914066449189707,10,1,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'n_estimators': 100}",0.6666666666666666,0.8,0.8,0.6666666666666666,0.0,0.5,0.0,0.5,0.6666666666666666,0.6666666666666666,0.5266666666666667,0.27999999999999997,24
0.20628294944763184,0.005636728465484831,0.014238572120666504,0.0037181270339465525,10,1,300,"{'max_depth': 10, 'min_samples_leaf': 1, 'n_estimators': 300}",0.6666666666666666,0.8,0.5,0.6666666666666666,0.0,0.8,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5433333333333333,0.28286235364769047,22
0.34024975299835203,0.010218184399113362,0.02538177967071533,0.007280703017771828,10,1,500,"{'max_depth': 10, 'min_samples_leaf': 1, 'n_estimators': 500}",0.6666666666666666,0.8,0.5,0.6666666666666666,0.0,0.8,0.0,0.5,0.6666666666666666,0.6666666666666666,0.5266666666666667,0.27999999999999997,24
0.06905958652496338,0.007757791498893068,0.004250192642211914,0.006227486056167355,10,2,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'n_estimators': 100}",0.6666666666666666,0.6666666666666666,0.8,0.6666666666666666,0.0,0.6666666666666666,0.4,0.5,0.6666666666666666,0.6666666666666666,0.5700000000000001,0.21625602111078124,11
0.2125030755996704,0.00955875174043199,0.018194198608398438,0.004465648250394123,10,2,300,"{'max_depth': 10, 'min_samples_leaf': 2, 'n_estimators': 300}",0.6666666666666666,0.6666666666666666,0.8,0.6666666666666666,0.0,0.6666666666666666,0.4,0.5,0.6666666666666666,0.6666666666666666,0.5700000000000001,0.21625602111078124,11
0.34123053550720217,0.007830887627775101,0.027505326271057128,0.009472151954716134,10,2,500,"{'max_depth': 10, 'min_samples_leaf': 2, 'n_estimators': 500}",0.6666666666666666,0.8,0.8,0.6666666666666666,0.0,0.6666666666666666,0.4,0.5,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.225708760229736,8
0.06849372386932373,0.0056897605765634,0.0064618587493896484,0.0076930542019080835,10,4,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'n_estimators': 100}",0.8,0.5,0.8,0.5,0.0,0.6666666666666666,0.4,0.5,0.6666666666666666,0.6666666666666666,0.55,0.22323380867004292,19
0.2004403591156006,0.004344262071970657,0.01684541702270508,0.0060343120922926406,10,4,300,"{'max_depth': 10, 'min_samples_leaf': 4, 'n_estimators': 300}",0.8,0.5,0.8,1.0,0.0,0.6666666666666666,0.4,0.5,0.6666666666666666,0.6666666666666666,0.6000000000000001,0.2594866727470475,4
0.3540641784667969,0.03603530177990052,0.028482389450073243,0.008722379899008323,10,4,500,"{'max_depth': 10, 'min_samples_leaf': 4, 'n_estimators': 500}",0.8,0.6666666666666666,0.5,0.6666666666666666,0.0,0.6666666666666666,0.4,0.5,0.6666666666666666,0.6666666666666666,0.5533333333333335,0.21457969252574774,16
